08966	/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	05lf_
01hww_	/music/performance_role/regular_performances./music/group_membership/group	01q99h
09v3jyg	/film/film/release_date_s./film/film_regional_release_date/film_release_region	0f8l9c
02jx1	/location/location/contains	013t85
02jx1	/location/location/contains	0m0bj
02bfmn	/film/actor/film./film/performance/film	04ghz4m
05zrvfd	/award/award_category/nominees./award/award_nomination/nominated_for	04y9mm8
060bp	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	04j53
07l450	/film/film/genre	082gq
07h1h5	/sports/pro_athlete/teams./sports/sports_team_roster/team	029q3k
0djb3vw	/film/film/release_date_s./film/film_regional_release_date/film_release_region	0jgd
031y2	/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer	0dxmyh
01d8l	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal	02lq67
0ydpd	/location/location/time_zones	02hcv8
0738b8	/people/person/places_lived./people/place_lived/location	02xry
070xg	/sports/sports_team/colors	01g5v
0mwk9	/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	09nqf
09306z	/award/award_ceremony/awards_presented./award/award_honor/honored_for	0sxkh
0kbws	/olympics/olympic_games/participating_countries	027jk
0kbws	/olympics/olympic_games/participating_countries	04vjh
017j69	/education/educational_institution/students_graduates./education/education/major_field_of_study	01mkq
07z1m	/location/statistical_region/religions./location/religion_percentage/religion	0631_
03gqgt3	/military/military_conflict/combatants./military/military_combatant_group/combatants	0d060g
01c9f2	/award/award_category/winners./award/award_honor/ceremony	01bx35
01c9f2	/award/award_category/winners./award/award_honor/ceremony	01s695
01lp8	/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	04n6k
01xwqn	/influence/influence_node/influenced_by	0121rx
065ym0c	/film/film/release_date_s./film/film_regional_release_date/film_release_region	07ssc
06kxk2	/people/person/place_of_birth	01_d4
08q1tg	/people/cause_of_death/people	0lcx
037fqp	/education/educational_institution/school_type	04399
0xxc	/education/educational_institution/students_graduates./education/education/major_field_of_study	01lj9
01l_pn	/film/film/prequel	01y9jr
09sdmz	/award/award_category/nominees./award/award_nomination/nominated_for	09gq0x5
09sdmz	/award/award_category/nominees./award/award_nomination/nominated_for	011yn5
02ghq	/people/person/profession	01d_h8
016tt2	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	0dtfn
016tt2	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	04zl8
016tt2	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	01gb54
07jrjb	/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type	0ckd1
09v71cj	/film/film/release_date_s./film/film_regional_release_date/film_release_region	015fr
01k5y0	/film/film/edited_by	0dky9n
06x76	/sports/sports_team/sport	0jm_
0x67	/people/ethnicity/people	0411q
0x67	/people/ethnicity/people	030wkp
0gmgwnv	/film/film/estimated_budget./measurement_unit/dated_money_value/currency	09nqf
01wkmgb	/people/person/profession	09jwl
0154j	/organization/organization_member/member_of./organization/organization_membership/organization	04k4l
02j4sk	/people/deceased_person/place_of_death	027l4q
017jv5	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	0d1qmz
02x2gy0	/award/award_category/nominees./award/award_nomination/nominated_for	04jplwp
053rxgm	/film/film/executive_produced_by	0g_rs_
011k11	/music/record_label/artist	03h_yfh
014zfs	/award/award_nominee/award_nominations./award/award_nomination/award	0bdw6t
05typm	/film/actor/film./film/performance/film	0k2cb
0cwy47	/film/film/featured_film_locations	06c62
019vhk	/film/film/film_festivals	09rwjly
06sy4c	/people/person/gender	05zppz
0dr1c2	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	04f62k
07b_l	/location/location/contains	013m43
0mm1q	/people/person/profession	01d_h8
0prjs	/film/director/film	062zjtt
01v40wd	/award/award_nominee/award_nominations./award/award_nomination/award	01c9dd
0kvgnq	/award/award_winning_work/awards_won./award/award_honor/award_winner	05dppk
01ckbq	/award/award_category/winners./award/award_honor/ceremony	013b2h
0f_nbyh	/award/award_category/nominees./award/award_nomination/nominated_for	07yk1xz
0418wg	/film/film/language	02bjrlw
02kth6	/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	03z19
026c1	/film/actor/film./film/performance/film	03s6l2
03j90	/people/person/profession	05z96
0p9sw	/award/award_category/nominees./award/award_nomination/nominated_for	02zk08
01hydr	/music/genre/parent_genre	0kz10
01gtc0	/government/legislative_session/members./government/government_position_held/district_represented	0vbk
0h63gl9	/film/film/release_date_s./film/film_regional_release_date/film_release_region	07ssc
033cnk	/food/food/nutrients./food/nutrition_fact/nutrient	0f4hc
033cnk	/food/food/nutrients./food/nutrition_fact/nutrient	02y_3rf
084m3	/film/actor/film./film/performance/film	034qrh
014mlp	/education/educational_degree/people_with_this_degree./education/education/institution	01x5fb
0b7l4x	/film/film/production_companies	03sb38
016yvw	/people/person/spouse_s./people/marriage/type_of_union	01g63y
06ltr	/film/actor/film./film/performance/film	016ywb
01dq5z	/education/educational_institution/students_graduates./education/education/student	03q95r
02vwckw	/people/person/profession	0n1h
049t4g	/award/award_nominee/award_nominations./award/award_nomination/award	09sb52
08k881	/film/actor/film./film/performance/film	01qncf
01w58n3	/people/person/profession	016z4k
